DCNv3-Full - 6to6_g3.mp4 Full Tracking Report
============================================================
Date: 2026-03-20 18:13:42
Model: /home/migui/YOLO_outputs/100_dcnv3_yolov8n_full/weights/best.pt
Video: /media/mydrive/GitHub/ultralytics/videos/6to6_g3.mp4
Frames: 562214 | FPS(video): 15 | Duration: 12:00:00

TRACKING METRICS
------------------------------
MOTA:               0.9073
IDF1:               0.9087
ID Switches:        784
Mostly Tracked (MT):(90.7%)
Mostly Lost (ML):   (0.2%)
GFLOPs:             nan
FPS:                81.99
Runtime:            01:54:17
Class Switches:     7452

TOTAL VEHICLE COUNTS
------------------------------
  CAR             4655
  MOTORCYCLE      321
  TRICYCLE        190
  VAN             560
  BUS             0
  TRUCK           17
  TOTAL           5743

VEHICLE COUNTS PER 5-MINUTE INTERVAL
------------------------------------------------------------
Interval           Car      Motorcycle Tricycle Van      Bus      Truck    Total   
10143    301    car          van         
10147    301    van          car         
10150    301    car          van         
10208    301    van          car         
10252    305    car          van         
10260    305    van          car         
10261    305    car          van         
10262    305    van          car         
10264    305    car          van         
10277    305    van          car         
10298    307    van          truck       
10300    307    truck        van         
10344    307    van          car         
10433    311    car          tricycle    
10563    312    car          tricycle    
10564    312    tricycle     car         
10565    312    car          tricycle    
10571    312    tricycle     car         
10677    317    car          van         
10680    317    van          car         
10682    317    car          van         
10683    317    van          car         
10692    317    car          van         
10698    317    van          car         
10726    317    car          van         
10727    317    van          car         
10728    317    car          van         
10730    317    van          car         
10731    317    car          van         
10734    317    van          car         
10739    317    car          van         
10750    317    van          car         
10811    330    car          tricycle    
10812    330    tricycle     car         
11250    341    car          van         
11252    341    van          car         
11253    341    car          van         
11305    341    van          car         
11720    351    car          van         
11758    351    van          car         
11929    357    car          van         
11930    357    van          car         
11934    357    car          tricycle    
11936    357    tricycle     car         
11952    357    car          van         
11966    357    van          car         
11996    359    car          van         
12000    359    van          car         
12003    359    car          van         
12006    359    van          car         
12012    359    car          van         
12034    363    car          van         
12039    359    van          car         
12046    363    van          car         
12047    363    car          van         
12064    363    van          car         
12171    368    car          van         
12172    368    van          car         
12185    368    car          van         
12219    368    van          car         
12513    380    car          van         
12521    380    van          car         
12531    380    car          van         
12532    380    van          car         
12541    380    car          van         
12552    380    van          car         
12553    380    car          van         
12557    380    van          car         
12558    380    car          van         
12559    380    van          car         
12714    388    car          van         
12722    388    van          car         
12723    388    car          van         
12724    388    van          car         
12883    392    car          truck       
12901    392    truck        car         
12928    392    car          van         
12931    392    van          car         
12934    392    car          van         
12946    392    van          car         
12964    392    car          van         
12966    392    van          car         
12967    392    car          van         
12969    392    van          car         
12970    392    car          van         
12971    392    van          car         
13053    399    car          tricycle    
13054    399    tricycle     car         
13081    400    car          van         
13083    400    van          car         
13105    400    car          van         
13160    400    van          car         
13162    400    car          van         
13162    405    van          car         
13298    413    car          van         
13301    413    van          car         
13304    413    car          van         
13401    413    van          car         
13702    428    car          truck       
13707    428    truck        car         
13768    431    truck        van         
13770    431    van          car         
13775    431    car          van         
13776    431    van          car         
13782    431    car          van         
13791    431    van          car         
13792    431    car          van         
14077    440    car          tricycle    
14078    440    tricycle     car         
14145    442    car          van         
14146    442    van          car         
14147    442    car          van         
14155    442    van          car         
14160    442    car          van         
14233    442    van          car         
14304    446    car          van         
14307    446    van          car         
14308    446    car          van         
14313    446    van          car         
14314    446    car          van         
14366    446    van          car         
14381    451    car          van         
14813    470    car          van         
14816    470    van          car         
14817    470    car          van         
14818    470    van          car         
14821    470    car          van         
14823    470    van          car         
14833    470    car          van         
14837    470    van          car         
14838    470    car          van         
14844    470    van          car         
14855    470    car          van         
14862    470    van          car         
14875    470    car          van         
14908    470    van          car         
15497    490    car          van         
15498    490    van          car         
15503    490    car          van         
15504    490    van          car         
15507    490    car          van         
15508    490    van          car         
15509    490    car          van         
15515    490    van          car         
15523    490    car          van         
15524    490    van          car         
15721    500    car          van         
15734    500    van          truck       
15738    500    truck        car         
15744    500    car          van         
15760    500    van          truck       
15763    500    truck        van         
15777    505    car          van         
15836    505    van          car         
15872    510    van          car         
15983    510    car          van         
16029    510    van          car         
16031    510    car          van         
16033    510    van          car         
16036    510    car          van         
16041    518    car          van         
16041    510    van          car         
16065    519    van          car         
16067    519    car          van         
16069    519    van          truck       
16071    519    truck        van         
16081    519    van          truck       
16093    519    truck        van         
16096    519    van          car         
16097    519    car          van         
16098    519    van          car         
16099    519    car          van         
16220    519    van          car         
16277    531    car          van         
