DCNv3-FPN - 6to6_g35.mp4 Full Tracking Report
============================================================
Date: 2026-03-20 01:20:03
Model: /home/migui/YOLO_outputs/100_dcnv3_yolov8n-neck-fpn/weights/best.pt
Video: /media/mydrive/GitHub/ultralytics/videos/6to6_g35.mp4
Frames: 648107 | FPS(video): 15 | Duration: 12:00:00

TRACKING METRICS
------------------------------
MOTA:               0.9282
IDF1:               0.9191
ID Switches:        1757
Mostly Tracked (MT):(88.6%)
Mostly Lost (ML):   (0.9%)
FPS:                56.43
Runtime:            03:11:25
Class Switches:     11241

TOTAL VEHICLE COUNTS
------------------------------
  CAR             2762
  MOTORCYCLE      643
  TRICYCLE        331
  VAN             355
  BUS             4
  TRUCK           9
  TOTAL           4104

VEHICLE COUNTS PER 5-MINUTE INTERVAL
------------------------------------------------------------
Interval           Car      Motorcycle Tricycle Van      Bus      Truck    Total   
05:45:00-05:50:00 10       7        2        0        0        1        20      
05:50:00-05:55:00 13       5        4        0        0        0        22      
05:55:00-06:00:00 3        6        0        1        0        0        10      
06:00:00-06:05:00 7        3        0        0        0        0        10      
06:05:00-06:10:00 3        6        2        0        0        0        11      
06:10:00-06:15:00 11       4        3        0        0        0        18      
06:15:00-06:20:00 12       2        4        1        0        0        19      
06:20:00-06:25:00 10       3        4        0        0        0        17      
06:25:00-06:30:00 12       4        1        1        0        0        18      
06:30:00-06:35:00 5        2        6        0        0        0        13      
06:35:00-06:40:00 13       1        7        0        0        0        21      
06:40:00-06:45:00 13       3        7        0        0        0        23      
06:45:00-06:50:00 9        4        5        0        0        0        18      
06:50:00-06:55:00 10       3        3        0        0        0        16      
06:55:00-07:00:00 6        4        0        1        0        0        11      
07:00:00-07:05:00 4        2        1        1        0        0        8       
07:05:00-07:10:00 6        2        1        0        0        0        9       
07:10:00-07:15:00 4        3        2        0        0        2        11      
07:15:00-07:20:00 12       6        3        0        0        0        21      
07:20:00-07:25:00 8        6        2        2        0        1        19      
07:25:00-07:30:00 5        6        1        1        0        0        13      
07:30:00-07:35:00 5        2        1        3        0        0        11      
07:35:00-07:40:00 4        0        1        1        0        0        6       
07:40:00-07:45:00 7        3        2        0        0        0        12      
07:45:00-07:50:00 6        2        2        1        0        0        11      
07:50:00-07:55:00 9        3        4        0        0        0        16      
07:55:00-08:00:00 11       2        5        0        0        0        18      
08:00:00-08:05:00 9        5        9        4        0        0        27      
08:05:00-08:10:00 16       4        7        4        0        0        31      
08:10:00-08:15:00 10       1        3        2        0        0        16      
08:15:00-08:20:00 15       0        2        2        0        1        20      
08:20:00-08:25:00 7        2        2        1        0        1        13      
08:25:00-08:30:00 8        4        3        1        0        0        16      
08:30:00-08:35:00 8        2        1        1        0        0        12      
08:35:00-08:40:00 4        3        4        2        0        0        13      
08:40:00-08:45:00 11       3        2        3        0        0        19      
08:45:00-08:50:00 6        5        3        1        0        0        15      
08:50:00-08:55:00 7        1        2        0        0        0        10      
08:55:00-09:00:00 3        3        1        0        0        0        7       
09:00:00-09:05:00 14       2        3        4        0        0        23      
09:05:00-09:10:00 25       2        5        4        0        0        36      
09:10:00-09:15:00 34       6        2        9        0        0        51      
09:15:00-09:20:00 27       1        3        6        0        0        37      
09:20:00-09:25:00 32       4        2        7        0        0        45      
09:25:00-09:30:00 19       3        7        7        0        0        36      
09:30:00-09:35:00 37       5        3        4        0        0        49      
09:35:00-09:40:00 42       4        4        7        0        1        58      
09:40:00-09:45:00 38       6        3        3        0        0        50      
09:45:00-09:50:00 38       4        5        2        0        0        49      
09:50:00-09:55:00 24       1        4        4        0        0        33      
09:55:00-10:00:00 15       3        2        2        0        0        22      
10:00:00-10:05:00 28       3        4        3        0        0        38      
10:05:00-10:10:00 18       3        0        1        0        0        22      
10:10:00-10:15:00 22       10       5        0        0        0        37      
10:15:00-10:20:00 24       7        5        3        0        0        39      
10:20:00-10:25:00 39       4        3        8        0        0        54      
10:25:00-10:30:00 39       7        2        4        0        0        52      
10:30:00-10:35:00 28       2        5        5        0        0        40      
10:35:00-10:40:00 30       7        3        4        0        0        44      
10:40:00-10:45:00 37       8        6        7        0        0        58      
10:45:00-10:50:00 41       6        1        5        0        0        53      
10:50:00-10:55:00 26       8        4        3        0        0        41      
10:55:00-11:00:00 32       5        7        5        1        0        50      
11:00:00-11:05:00 27       4        4        3        2        0        40      
11:05:00-11:10:00 36       16       5        0        0        0        57      
11:10:00-11:15:00 37       19       2        4        0        0        62      
11:15:00-11:20:00 45       10       4        2        0        0        61      
11:20:00-11:25:00 39       5        2        7        0        0        53      
11:25:00-11:30:00 32       4        6        6        0        0        48      
11:30:00-11:35:00 30       5        2        3        0        0        40      
11:35:00-11:40:00 23       8        2        5        0        0        38      
11:40:00-11:45:00 30       8        5        5        0        0        48      
11:45:00-11:50:00 22       4        5        4        0        0        35      
11:50:00-11:55:00 15       2        1        2        0        0        20      
11:55:00-12:00:00 19       3        2        1        0        0        25      

SWITCH STATISTICS (over 12:00:07 period)
------------------------------------------------------------
ID Switches Total:                      1757
ID Switches / Hour:                     146.39
Counted Vehs with ID Switch:            176/4104 (4.29%)
Tracks with Class Switch:               2618/12801 (20.45%)
Counted Vehs with Class Switch:         962/4104 (23.44%)

CLASS SWITCHES - PER FRAME
------------------------------------------------------------
Total (all tracks):                     11241
On Counted Vehicles:                    3913
Avg per Affected Counted Veh:           4.07
Per Hour:                               936.60

CLASS SWITCHES - PER SECOND
------------------------------------------------------------
Total (all tracks):                     6611
On Counted Vehicles:                    2194
Avg per Affected Counted Veh:           2.28
Per Hour:                               550.83

ID & CLASS SWITCHES PER 5-MINUTE INTERVAL
--------------------------------------------------------------
Interval           IDSw     ClsSw    Tracks   IDSw%      ClsSw%    
00:00:00-00:05:00 7        36       74       9.46       48.65     
00:05:00-00:10:00 2        52       55       3.64       94.55     
00:10:00-00:15:00 0        25       60       0.00       41.67     
00:15:00-00:20:00 3        98       104      2.88       94.23     
00:20:00-00:25:00 3        35       59       5.08       59.32     
00:25:00-00:30:00 21       54       99       21.21      54.55     
00:30:00-00:35:00 75       105      180      41.67      58.33     
00:35:00-00:40:00 0        35       84       0.00       41.67     
00:40:00-00:45:00 8        64       105      7.62       60.95     
00:45:00-00:50:00 12       209      136      8.82       153.68    
00:50:00-00:55:00 18       123      148      12.16      83.11     
00:55:00-01:00:00 30       147      156      19.23      94.23     
01:00:00-01:05:00 11       63       123      8.94       51.22     
01:05:00-01:10:00 8        117      120      6.67       97.50     
01:10:00-01:15:00 40       185      128      31.25      144.53    
01:15:00-01:20:00 23       105      139      16.55      75.54     
01:20:00-01:25:00 2        3        46       4.35       6.52      
01:25:00-01:30:00 22       224      178      12.36      125.84    
01:30:00-01:35:00 58       364      191      30.37      190.58    
01:35:00-01:40:00 21       138      181      11.60      76.24     
01:40:00-01:45:00 9        139      148      6.08       93.92     
01:45:00-01:50:00 12       128      151      7.95       84.77     
01:50:00-01:55:00 4        102      125      3.20       81.60     
01:55:00-02:00:00 12       108      140      8.57       77.14     
02:00:00-02:05:00 3        71       116      2.59       61.21     
02:05:00-02:10:00 8        139      134      5.97       103.73    
02:10:00-02:15:00 15       71       115      13.04      61.74     
02:15:00-02:20:00 25       157      168      14.88      93.45     
02:20:00-02:25:00 20       163      175      11.43      93.14     
02:25:00-02:30:00 8        79       131      6.11       60.31     
02:30:00-02:35:00 5        85       113      4.42       75.22     
02:35:00-02:40:00 11       101      156      7.05       64.74     
02:40:00-02:45:00 14       140      139      10.07      100.72    
02:45:00-02:50:00 69       94       139      49.64      67.63     
02:50:00-02:55:00 14       64       77       18.18      83.12     
02:55:00-03:00:00 17       88       121      14.05      72.73     
03:00:00-03:05:00 1        31       63       1.59       49.21     
03:05:00-03:10:00 0        33       56       0.00       58.93     
03:10:00-03:15:00 3        79       105      2.86       75.24     
03:15:00-03:20:00 7        27       70       10.00      38.57     
03:20:00-03:25:00 3        46       72       4.17       63.89     
03:25:00-03:30:00 42       95       140      30.00      67.86     
03:30:00-03:35:00 3        21       90       3.33       23.33     
03:35:00-03:40:00 6        67       68       8.82       98.53     
03:40:00-03:45:00 0        22       44       0.00       50.00     
03:45:00-03:50:00 4        8        46       8.70       17.39     
03:50:00-03:55:00 0        34       49       0.00       69.39     
03:55:00-04:00:00 4        22       42       9.52       52.38     
04:00:00-04:05:00 6        25       57       10.53      43.86     
04:05:00-04:10:00 3        27       41       7.32       65.85     
04:10:00-04:15:00 1        20       39       2.56       51.28     
04:15:00-04:20:00 0        40       31       0.00       129.03    
04:20:00-04:25:00 1        15       40       2.50       37.50     
04:25:00-04:30:00 0        28       33       0.00       84.85     
04:30:00-04:35:00 0        15       34       0.00       44.12     
04:35:00-04:40:00 2        17       56       3.57       30.36     
04:40:00-04:45:00 2        30       55       3.64       54.55     
04:45:00-04:50:00 2        16       47       4.26       34.04     
04:50:00-04:55:00 4        53       68       5.88       77.94     
04:55:00-05:00:00 14       57       94       14.89      60.64     
05:00:00-05:05:00 8        60       88       9.09       68.18     
05:05:00-05:10:00 26       161      143      18.18      112.59    
05:10:00-05:15:00 14       74       105      13.33      70.48     
05:15:00-05:20:00 33       132      135      24.44      97.78     
05:20:00-05:25:00 2        26       47       4.26       55.32     
05:25:00-05:30:00 4        44       48       8.33       91.67     
05:30:00-05:35:00 7        38       57       12.28      66.67     
05:35:00-05:40:00 0        21       45       0.00       46.67     
05:40:00-05:45:00 2        19       42       4.76       45.24     
05:45:00-05:50:00 1        47       47       2.13       100.00    
05:50:00-05:55:00 5        21       46       10.87      45.65     
05:55:00-06:00:00 2        26       58       3.45       44.83     
06:00:00-06:05:00 24       47       88       27.27      53.41     
06:05:00-06:10:00 25       45       75       33.33      60.00     
06:10:00-06:15:00 1        18       44       2.27       40.91     
06:15:00-06:20:00 3        65       76       3.95       85.53     
06:20:00-06:25:00 4        25       59       6.78       42.37     
06:25:00-06:30:00 14       88       91       15.38      96.70     
06:30:00-06:35:00 11       41       67       16.42      61.19     
06:35:00-06:40:00 4        64       76       5.26       84.21     
06:40:00-06:45:00 4        49       76       5.26       64.47     
06:45:00-06:50:00 8        56       78       10.26      71.79     
06:50:00-06:55:00 3        26       46       6.52       56.52     
06:55:00-07:00:00 4        9        41       9.76       21.95     
07:00:00-07:05:00 2        13       38       5.26       34.21     
07:05:00-07:10:00 1        38       43       2.33       88.37     
07:10:00-07:15:00 2        12       27       7.41       44.44     
07:15:00-07:20:00 1        53       53       1.89       100.00    
07:20:00-07:25:00 29       109      79       36.71      137.97    
07:25:00-07:30:00 1        12       27       3.70       44.44     
07:30:00-07:35:00 0        19       26       0.00       73.08     
07:35:00-07:40:00 1        3        16       6.25       18.75     
07:40:00-07:45:00 0        4        19       0.00       21.05     
07:45:00-07:50:00 0        22       29       0.00       75.86     
07:50:00-07:55:00 0        12       41       0.00       29.27     
07:55:00-08:00:00 2        36       61       3.28       59.02     
08:00:00-08:05:00 6        80       98       6.12       81.63     
08:05:00-08:10:00 1        29       55       1.82       52.73     
08:10:00-08:15:00 2        19       48       4.17       39.58     
08:15:00-08:20:00 2        35       54       3.70       64.81     
08:20:00-08:25:00 3        19       32       9.38       59.38     
08:25:00-08:30:00 0        19       36       0.00       52.78     
08:30:00-08:35:00 1        15       27       3.70       55.56     
08:35:00-08:40:00 0        13       29       0.00       44.83     
08:40:00-08:45:00 3        71       63       4.76       112.70    
08:45:00-08:50:00 5        22       52       9.62       42.31     
08:50:00-08:55:00 0        17       47       0.00       36.17     
08:55:00-09:00:00 2        17       32       6.25       53.12     
09:00:00-09:05:00 2        21       60       3.33       35.00     
09:05:00-09:10:00 19       75       121      15.70      61.98     
09:10:00-09:15:00 27       171      160      16.88      106.88    
09:15:00-09:20:00 33       198      197      16.75      100.51    
09:20:00-09:25:00 19       112      129      14.73      86.82     
09:25:00-09:30:00 49       277      205      23.90      135.12    
09:30:00-09:35:00 12       66       138      8.70       47.83     
09:35:00-09:40:00 30       154      199      15.08      77.39     
09:40:00-09:45:00 18       170      134      13.43      126.87    
09:45:00-09:50:00 9        99       113      7.96       87.61     
09:50:00-09:55:00 13       100      124      10.48      80.65     
09:55:00-10:00:00 82       142      143      57.34      99.30     
10:00:00-10:05:00 28       118      112      25.00      105.36    
10:05:00-10:10:00 33       175      135      24.44      129.63    
10:10:00-10:15:00 1        30       77       1.30       38.96     
10:15:00-10:20:00 23       111      154      14.94      72.08     
10:20:00-10:25:00 9        106      124      7.26       85.48     
10:25:00-10:30:00 21       119      137      15.33      86.86     
10:30:00-10:35:00 31       225      171      18.13      131.58    
10:35:00-10:40:00 30       337      158      18.99      213.29    
10:40:00-10:45:00 28       194      179      15.64      108.38    
10:45:00-10:50:00 13       47       164      7.93       28.66     
10:50:00-10:55:00 21       77       133      15.79      57.89     
10:55:00-11:00:00 32       138      155      20.65      89.03     
11:00:00-11:05:00 17       138      154      11.04      89.61     
11:05:00-11:10:00 48       238      209      22.97      113.88    
11:10:00-11:15:00 3        93       156      1.92       59.62     
11:15:00-11:20:00 8        74       153      5.23       48.37     
11:20:00-11:25:00 23       127      166      13.86      76.51     
11:25:00-11:30:00 9        129      119      7.56       108.40    
11:30:00-11:35:00 9        63       117      7.69       53.85     
11:35:00-11:40:00 43       237      174      24.71      136.21    
11:40:00-11:45:00 12       65       138      8.70       47.10     
11:45:00-11:50:00 6        90       107      5.61       84.11     
11:50:00-11:55:00 4        40       58       6.90       68.97     
11:55:00-12:00:00 1        55       56       1.79       98.21     

CLASSIFICATION SWITCHES: 11241 total
Frame    ID     From         To          
58       4      motorcycle   car         
106      7      motorcycle   tricycle    
620      20     car          van         
640      20     van          car         
643      20     car          van         
677      20     van          car         
677      23     car          van         
678      23     van          car         
701      23     car          van         
702      23     van          car         
1251     27     car          van         
1252     27     van          car         
2690     47     car          van         
2691     47     van          car         
2693     47     car          van         
2695     47     van          car         
2783     49     car          van         
2784     49     van          car         
3200     34     car          van         
3204     34     van          car         
3220     34     car          van         
3225     34     van          car         
3230     34     car          van         
3231     34     van          car         
3233     34     car          van         
3234     34     van          car         
3281     68     car          van         
3288     70     car          van         
3299     39     tricycle     motorcycle  
3302     70     van          car         
3303     70     car          van         
3303     39     motorcycle   tricycle    
3304     39     tricycle     car         
3350     70     van          car         
3358     76     motorcycle   tricycle    
3379     76     tricycle     motorcycle  
4702     109    car          van         
4703     109    van          car         
4705     109    car          van         
4708     109    van          car         
4839     109    car          van         
4840     109    van          car         
4923     110    car          motorcycle  
4926     110    motorcycle   car         
5126     110    car          motorcycle  
5129     110    motorcycle   car         
5151     110    car          van         
5152     110    van          car         
5433     110    car          van         
5438     110    van          car         
5465     110    car          van         
5467     110    van          car         
5563     110    car          van         
5569     110    van          car         
5594     122    van          car         
5616     110    car          van         
5617     110    van          car         
5690     110    car          van         
5693     110    van          car         
5716     116    car          van         
5723     124    car          van         
5724     127    car          van         
5725     124    van          car         
5726     127    van          car         
5726     124    car          van         
5747     116    van          car         
5855     130    van          car         
6042     133    car          van         
6043     133    van          car         
6168     116    car          van         
6174     116    van          car         
6296     110    car          van         
6299     110    van          car         
6311     116    car          van         
6323     116    van          car         
7270     136    tricycle     car         
7576     143    tricycle     car         
7700     154    van          motorcycle  
7731     149    car          van         
7732     149    van          car         
7732     154    motorcycle   tricycle    
7751     149    car          van         
7765     149    van          car         
7774     149    car          van         
7776     149    van          car         
7784     154    tricycle     motorcycle  
7799     154    motorcycle   car         
7805     167    van          car         
9494     193    car          van         
9498     193    van          car         
9506     193    car          van         
9507     193    van          car         
10046    208    tricycle     car         
10572    222    tricycle     car         
11304    236    car          van         
11306    236    van          car         
11310    236    car          van         
11317    236    van          car         
11318    236    car          van         
11320    236    van          car         
11321    236    car          van         
11322    236    van          car         
11586    242    motorcycle   car         
12285    246    car          van         
12288    246    van          car         
12863    258    car          van         
12937    258    van          car         
12948    258    car          van         
12964    258    van          car         
13355    265    car          van         
13436    265    van          car         
13437    266    van          car         
13450    266    car          van         
13605    270    car          van         
13606    270    van          car         
13707    274    car          van         
13725    274    van          car         
13743    274    car          van         
13770    274    van          car         
14262    284    motorcycle   car         
14805    193    car          van         
14810    193    van          car         
14880    193    car          van         
14881    193    van          car         
14930    193    car          van         
14931    193    van          car         
14950    193    car          van         
14951    193    van          car         
14953    193    car          van         
14956    193    van          car         
15005    193    car          van         
15006    193    van          car         
15083    193    car          van         
15084    193    van          car         
15128    193    car          van         
15143    193    van          car         
15158    193    car          van         
15173    193    van          car         
15222    193    car          van         
15227    193    van          car         
15366    308    car          van         
15375    193    car          van         
15376    308    van          car         
15382    308    car          van         
15384    193    van          car         
15461    310    motorcycle   tricycle    
15475    308    van          car         
15476    308    car          van         
15479    308    van          car         
15484    308    car          van         
15500    308    van          car         
15519    310    tricycle     car         
15556    193    car          van         
15557    193    van          car         
15565    193    car          van         
15567    193    van          car         
15655    193    car          van         
15656    193    van          car         
15662    193    car          van         
15698    193    van          car         
15732    193    car          van         
15736    193    van          car         
15831    193    car          van         
15834    193    van          car         
15851    193    car          van         
15870    193    van          car         
15889    193    car          van         
15891    193    van          car         
15940    193    car          van         
15942    193    van          car         
15982    193    car          van         
15994    193    van          car         
16074    319    car          van         
16080    305    car          van         
16109    193    car          van         
16117    193    van          car         
16150    305    van          car         
16155    305    car          van         
16167    193    car          van         
16169    193    van          car         
16171    305    van          car         
16232    321    car          van         
16251    193    car          van         
16252    193    van          car         
16277    193    car          van         
16279    193    van          car         
16285    193    car          van         
16287    193    van          car         
16294    193    car          van         
16295    193    van          car         
16309    321    van          car         
16363    193    car          van         
16366    193    van          car         
16423    193    car          van         
16426    193    van          car         
16519    218    car          van         
16527    218    van          car         
16577    218    car          van         
16715    348    motorcycle   car         
16720    348    car          van         
16943    372    car          van         
16959    359    car          van         
16987    367    motorcycle   car         
17168    385    car          van         
17170    385    van          car         
17393    401    car          van         
17394    401    van          car         
17474    401    car          van         
17475    401    van          car         
17476    401    car          van         
17490    401    van          car         
18063    419    car          van         
18064    419    van          car         
18066    419    car          van         
18067    419    van          car         
18445    429    van          car         
18446    429    car          van         
18455    429    van          car         
18464    429    car          van         
18519    429    van          car         
18531    429    car          van         
18535    429    van          car         
18540    429    car          van         
18541    429    van          car         
18701    430    car          motorcycle  
18702    430    motorcycle   car         
18767    445    motorcycle   tricycle    
18768    445    tricycle     motorcycle  
18818    445    motorcycle   car         
19470    442    car          van         
19586    442    van          car         
20566    451    car          van         
20615    463    car          van         
20669    451    van          car         
20670    451    car          van         
20676    451    van          car         
20721    463    van          car         
20722    463    car          van         
21129    474    car          van         
21130    474    van          car         
21557    467    car          van         
21740    467    van          car         
21745    467    car          van         
21748    467    van          car         
21749    467    car          van         
21757    467    van          car         
23945    439    car          van         
23952    439    van          car         
23953    439    car          van         
23954    439    van          car         
23955    439    car          van         
23956    439    van          car         
23987    439    car          tricycle    
24015    502    car          van         
24021    502    van          car         
24040    502    car          van         
24042    502    van          car         
24070    514    motorcycle   car         
24094    519    van          car         
24099    519    car          van         
24139    519    van          car         
24143    519    car          van         
24166    519    van          car         
24167    519    car          van         
24168    519    van          car         
24293    530    car          van         
24297    530    van          car         
24914    540    van          car         
25009    540    car          van         
25012    540    van          car         
25014    540    car          van         
25015    540    van          car         
25037    549    van          car         
25037    540    car          van         
25039    540    van          car         
25047    540    car          van         
25047    550    van          car         
25068    540    van          car         
25191    540    car          van         
25239    540    van          car         
25251    540    car          van         
25265    540    van          car         
25274    540    car          van         
25274    562    van          car         
25276    540    van          car         
25276    562    car          van         
25277    540    car          van         
25277    562    van          car         
25278    563    tricycle     motorcycle  
25292    540    van          car         
25293    540    car          van         
25627    587    van          car         
25634    587    car          van         
25671    590    car          van         
25674    590    van          car         
25680    590    car          van         
26604    590    van          car         
26933    590    car          van         
26982    625    car          van         
26986    625    van          car         
27247    590    van          car         
27711    647    motorcycle   car         
27926    590    car          van         
28076    590    van          car         
28181    658    car          van         
28182    658    van          car         
28198    590    car          van         
28348    590    van          car         
28535    668    van          car         
28543    668    car          van         
28544    668    van          car         
28547    668    car          van         
28548    668    van          car         
28549    668    car          van         
28549    669    van          car         
28573    669    car          van         
28574    669    van          car         
28578    672    van          car         
28604    672    car          van         
28605    672    van          car         
28606    674    van          car         
28674    590    car          van         
28832    681    car          van         
28835    681    van          car         
29665    716    car          van         
29683    590    van          car         
29751    590    car          van         
29906    732    car          van         
29913    732    van          car         
29913    739    car          van         
29920    732    car          van         
29920    739    van          car         
30017    732    van          car         
30043    732    car          van         
30053    732    van          car         
30320    763    car          van         
30370    763    van          car         
30379    763    car          van         
30394    763    van          car         
30453    781    van          car         
30454    781    car          van         
30840    590    van          car         
30896    590    car          van         
30900    808    car          van         
30900    590    van          car         
30902    590    car          van         
30903    590    van          car         
30906    590    car          van         
30917    590    van          car         
30923    590    car          van         
30928    590    van          car         
30929    590    car          van         
31026    828    car          van         
31035    828    van          car         
31038    828    car          van         
31038    832    van          car         
31039    830    tricycle     motorcycle  
31040    828    van          car         
31040    832    car          van         
31063    832    van          car         
31064    832    car          van         
31079    832    van          car         
31084    832    car          van         
31093    822    motorcycle   car         
31097    822    car          motorcycle  
31098    822    motorcycle   car         
31098    840    car          motorcycle  
31099    822    car          motorcycle  
31100    840    motorcycle   tricycle    
31102    822    motorcycle   car         
31102    832    van          car         
31103    822    car          motorcycle  
31103    832    car          van         
31104    832    van          car         
31105    832    car          van         
31106    832    van          car         
31108    832    car          van         
31112    827    car          van         
31117    827    van          car         
31118    827    car          van         
31131    827    van          car         
31131    845    car          van         
31132    827    car          van         
31132    841    car          motorcycle  
31134    843    tricycle     van         
31145    827    van          car         
31146    827    car          van         
31147    827    van          car         
31150    827    car          van         
31161    827    van          car         
31168    848    van          car         
31169    848    car          van         
31170    848    van          car         
31172    827    car          van         
31180    843    van          car         
31181    843    car          van         
31182    843    van          car         
31206    843    car          van         
31209    843    van          car         
31211    843    car          van         
31212    843    van          car         
31217    843    car          van         
31218    843    van          car         
31457    868    car          van         
31458    868    van          car         
31513    867    car          van         
31514    867    van          car         
31515    867    car          van         
31517    867    van          car         
31522    867    car          tricycle    
31524    867    tricycle     car         
31627    880    van          car         
31663    885    motorcycle   tricycle    
31665    885    tricycle     motorcycle  
31665    887    motorcycle   tricycle    
31667    885    motorcycle   tricycle    
31673    885    tricycle     motorcycle  
31837    896    car          van         
31839    896    van          car         
32160    896    car          tricycle    
32161    896    tricycle     car         
32178    920    motorcycle   tricycle    
32180    920    tricycle     motorcycle  
32181    920    motorcycle   tricycle    
32193    920    tricycle     motorcycle  
33181    946    car          van         
33192    943    car          van         
33198    943    van          car         
33787    959    car          van         
33848    959    van          car         
33861    959    car          van         
33868    959    van          car         
33872    959    car          van         
33876    959    van          car         
35053    977    car          van         
35174    977    van          car         
35765    990    car          van         
35766    990    van          car         
35767    990    car          van         
35773    990    van          car         
36516    1006   car          van         
36517    1006   van          car         
36518    1006   car          van         
36523    1006   van          car         
36527    1006   car          van         
36528    1006   van          car         
37303    1031   car          van         
37351    1033   motorcycle   car         
37353    1033   car          motorcycle  
37493    1047   motorcycle   car         
37571    1042   motorcycle   tricycle    
38495    1061   car          van         
38496    1061   van          car         
38751    1066   van          car         
38793    1080   car          motorcycle  
38803    1080   motorcycle   car         
38809    1070   car          motorcycle  
